1950.000000 -1.080043
1950.083333 -1.153040
1950.166667 -1.274735
1950.250000 -1.339869
1950.333333 -0.237861
1950.416667 0.017166
1950.500000 0.373098
1950.583333 0.402955
1950.666667 1.025871
1950.750000 0.138658
1950.833333 -0.387348
1950.916667 -0.039151
1951.000000 0.235887
1951.083333 0.960108
1951.166667 0.311166
1951.250000 0.383788
1951.333333 -0.112873
1951.416667 -0.316947
1951.500000 -0.216088
1951.583333 0.193020
1951.666667 -0.040191
1951.750000 0.098393
1951.833333 0.223293
1951.916667 0.302926
1952.000000 -0.050193
1952.083333 -0.210182
1952.166667 -0.089683
1952.250000 -0.673621
1952.333333 -0.209308
1952.416667 -0.133673
1952.500000 -0.320659
1952.583333 0.342350
1952.666667 0.194727
1952.750000 0.219942
1952.833333 0.669901
1952.916667 0.462649
1953.000000 0.211975
1953.083333 -0.075170
1953.166667 -0.207585
1953.250000 0.038413
1953.333333 0.125572
1953.416667 0.033483
1953.500000 -0.170486
1953.583333 0.044865
1953.666667 0.031862
1953.750000 0.020203
1953.833333 -0.300025
1953.916667 -0.211598
1954.000000 -0.455815
1954.083333 -0.290004
1954.166667 -0.530520
1954.250000 -0.359693
1954.333333 -0.230350
1954.416667 0.403451
1954.500000 0.611961
1954.583333 0.536342
1954.666667 0.459866
1954.750000 0.141018
1954.833333 0.225167
1954.916667 0.255027
1955.000000 0.024882
1955.083333 -0.148892
1955.166667 0.032409
1955.250000 -0.810845
1955.333333 -0.855303
1955.416667 -0.420078
1955.500000 -0.146964
1955.583333 -0.488907
1955.666667 0.127625
1955.750000 0.013021
1955.833333 0.300357
1955.916667 -0.119731
1956.000000 -0.115158
1956.083333 0.337207
1956.166667 0.273661
1956.250000 0.076414
1956.333333 -0.098642
1956.416667 -0.461430
1956.500000 -0.293479
1956.583333 0.145222
1956.666667 -0.247853
1956.750000 -0.705534
1956.833333 -0.271436
1956.916667 -0.365030
1957.000000 0.103251
1957.083333 0.386413
1957.166667 0.555678
1957.250000 0.092959
1957.333333 0.230978
1957.416667 0.274897
1957.500000 0.674443
1957.583333 1.058379
1957.666667 1.274235
1957.750000 1.595130
1957.833333 0.580936
1957.916667 -0.417470
1958.000000 -0.542097
1958.083333 -0.266178
1958.166667 -0.410996
1958.250000 -0.209834
1958.333333 0.525248
1958.416667 0.942392
1958.500000 -0.126973
1958.583333 0.377467
