1950.000000	-0.133113
1950.083333	-0.692429
1950.166667	-0.269114
1950.250000	-0.196647
1950.333333	-0.505820
1950.416667	-0.692411
1950.500000	-0.489941
1950.583333	-0.619554
1950.666667	-0.353279
1950.750000	-0.421930
1950.833333	-0.527974
1950.916667	-0.131240
1951.000000	-0.524633
1951.083333	-0.535621
1951.166667	-0.414474
1951.250000	-0.373040
1951.333333	-0.570366
1951.416667	-0.542782
1951.500000	-0.552834
1951.583333	-0.547032
1951.666667	-0.435788
1951.750000	-0.108930
1951.833333	-0.214297
1951.916667	-0.035081
1952.000000	-0.052477
1952.083333	0.145463
1952.166667	0.228829
1952.250000	0.155893
1952.333333	0.217381
1952.416667	-0.015437
1952.500000	0.016397
1952.583333	0.031221
1952.666667	0.059284
1952.750000	-0.163496
1952.833333	-0.257646
1952.916667	-0.315320
1953.000000	0.112822
1953.083333	0.085017
1953.166667	0.169830
1953.250000	0.478074
1953.333333	0.339321
1953.416667	0.135889
1953.500000	-0.003001
1953.583333	-0.357303
1953.666667	-0.363492
1953.750000	-0.151008
1953.833333	-0.111289
1953.916667	0.042060
1954.000000	-0.227649
1954.083333	-0.027323
1954.166667	-0.234600
1954.250000	-0.401017
1954.333333	-0.202941
1954.416667	-0.365632
1954.500000	-0.246494
1954.583333	-0.257218
1954.666667	-0.189893
1954.750000	-0.036149
1954.833333	0.015834
1954.916667	-0.158057
1955.000000	0.177614
1955.083333	-0.006402
1955.166667	-0.314056
1955.250000	-0.314634
1955.333333	-0.560361
1955.416667	-0.575428
1955.500000	-0.346010
1955.583333	-0.278261
1955.666667	-0.248259
1955.750000	-0.439760
1955.833333	-0.433046
1955.916667	-0.493425
1956.000000	-0.286579
1956.083333	-0.420638
1956.166667	-0.070248
1956.250000	-0.326735
1956.333333	-0.237381
1956.416667	-0.064642
1956.500000	-0.102498
1956.583333	-0.016476
1956.666667	0.046258
1956.750000	0.048865
1956.833333	-0.204013
1956.916667	-0.237148
1957.000000	-0.100450
1957.083333	-0.314830
1957.166667	0.097569
1957.250000	-0.182978
1957.333333	0.036865
1957.416667	-0.405421
1957.500000	-0.192028
1957.583333	-0.036404
1957.666667	0.003263
1957.750000	0.277005
1957.833333	0.030154
1957.916667	-0.171412
1958.000000	0.325824
1958.083333	0.146694
1958.166667	0.006826
1958.250000	0.117763
1958.333333	0.120096
1958.416667	-0.203959
1958.500000	-0.320793
1958.583333	-0.182426
1958.666667	0.037539
1958.750000	-0.001417
1958.833333	0.177565
1958.916667	0.122256
1959.000000	0.141507
1959.083333	-0.117418
1959.166667	-0.369154
1959.250000	-0.411281
1959.333333	-0.129914
1959.416667	-0.161219
1959.500000	-0.543437
1959.583333	-0.271824
1959.666667	-0.016961
1959.750000	-0.159354
1959.833333	-0.148540
1959.916667	0.022064
1960.000000	-0.344677
1960.083333	-0.326642
1960.166667	-0.465397
1960.250000	-0.334548
1960.333333	-0.139854
1960.416667	-0.244824
